"Zip","JobId","Latitude","Longitude","AverageTilt","PaymentType","GrossPrice","FederalTaxCredit","Bedroom","HomeSqFoot","HeatingType","Heating","CoolingType","Cooling","YearBuilt","EngineeringSoldkWSize","EngineeringSoldAnnualkWh","EnergyConsumption","Region","State","AHJ","RoofType","RoofSqFoot","NumMountingPlanes","NumPanels","Utility","ProductTypeAlt","PowerwallCount","UtilityCostPerKWh","OldBill","UtilityRatePlanId","UtilityInflationRate","GasRatePlanID","AverageShading","NumStories","Status","Insolation","yearly_sunlight_kwh_kw_threshold_avg","yearly_sunlight_kwh_n","yearly_sunlight_kwh_s","yearly_sunlight_kwh_e","yearly_sunlight_kwh_w","yearly_sunlight_kwh_f","yearly_sunlight_kwh_median","yearly_sunlight_kwh_total","ZIP","Avg.Age","Avg.Age.Male","Avg..Age.Female","HS.or.Below","Undergrad.or.Below","Graduate.School","Total.Homes","Avg.Value","Median.Income","Population"
34698,"JB-346132-00",28.026304,-82.783237,14,"Loan",31573.75,9472.125,2,1452,"Electric",1,"Central",1,1956,9.425,13582.3426,12506,"East Coast","FL","Dunedin City","Comp Shingle Roof",2347,3,29,"Duke Energy (FL)","PV Only",NA,0.127958,190.3321,998504540,0.029,49601,0.17,"One Story",0,5.04,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34677,"JB-346133-00",28.030924,-82.66052,18,"Loan",47320,14196,4,3445,"Electric",1,"Central",1,1989,18.2,17477.9979,36202,"East Coast","FL","Oldsmar","Comp Shingle Roof",3587,10,56,"Tampa Electric","PV Only",NA,0.11456,402.0699,998504240,0.029,49601,0.329285714,"Two Stories",1,5.04,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34698,"JB-346135-00",28.02569,-82.754938,22,"Loan",30712.5,9213.75,3,1586,"Electric",1,"Central",1,1978,9.75,10057.1503,16877,"East Coast","FL","Dunedin City","Comp Shingle Roof",6104,2,30,"Duke Energy (FL)","PV Only",NA,0.131256,241.5784,998504540,0.029,49601,NA,"",0,5.04,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34786,"JB-347701-00",28.49429,-81.601406,28,"Loan",63730,19119,4,3115,"",NA,"",NA,2006,18.3,24922.8872,26582,"East Coast","FL","Orange County","Comp Shingle Roof",3076,4,61,"Duke Energy (FL)","PV+Storage",1,0.134783,355.5454,998504540,0.029,49601,2.22e-16,"",0,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34787,"JB-347704-00",28.506286,-81.581715,23,"Loan",59150,17745,4,2201,"",NA,"Central",1,1995,18.2,25436.0282,27388,"East Coast","FL","Orange County","Comp Shingle Roof",4075,2,56,"Duke Energy (FL)","PV Only",NA,0.135006,365.1067,998504540,0.029,49601,0.041428571,"",0,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34787,"JB-347706-00",28.534866,-81.582228,27,"Loan",21390,6417,4,1972,"Electric",1,"Central",1,2004,6.9,11066.3009,11344,"East Coast","FL","Winter Garden","Comp Shingle Roof",2734,1,23,"Duke Energy (FL)","PV Only",NA,0.129386,179.2912,998504540,0.029,49601,0,"One Story",1,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34787,"JB-347706-00",28.534866,-81.582228,27,"Loan",21390,6417,4,1972,"Electric",1,"Central",1,2004,6.9,11066.3009,11344,"East Coast","FL","Winter Garden","Comp Shingle Roof",2734,1,23,"Duke Energy (FL)","PV Only",NA,0.129386,179.2912,998504540,0.029,49601,0,"Two Stories",1,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34787,"JB-347708-00",28.576986,-81.575573,28,"Loan",23517.9,7055.37,3,2030,"Solar",1,"Central / Solar",1,2013,9,13771.1539,14082,"East Coast","FL","Winter Garden","Comp Shingle Roof",3291,2,30,"Duke Energy (FL)","PV Only",NA,0.129397,208.8251,998504540,0.029,49601,0.001333333,"",1,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34786,"JB-347713-00",28.494345,-81.593189,27,"Loan",43306.25,12991.875,4,2867,"Gas",1,"Central",1,2005,13.325,19846.7169,26213,"East Coast","FL","Orange County","Comp Shingle Roof",3444,3,41,"Duke Energy (FL)","PV Only",NA,0.134677,351.1681,998504540,0.029,49601,0,"",1,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34761,"JB-347726-00",28.553295,-81.5276,27,"Loan",33406.25,10021.875,3,2212,"",NA,"",NA,2007,8.125,12229.7369,17138,"East Coast","FL","Ocoee","Comp Shingle Roof",2391,2,25,"Duke Energy (FL)","PV+Storage",1,0.13716,206.172,998504540,0.029,49601,0,"Two Stories",0,4.55,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34711,"JB-347729-00",28.542247,-81.678519,19,"Loan",44240.3071,13272.0921,4,3003,"",NA,"",NA,2015,11.7,17025.6286,26445,"East Coast","FL","Lake County","Comp Shingle Roof",3278,2,36,"Duke Energy (FL)","PV+Storage",2,0.119058,305.1724,998504540,0.029,49601,0.013333333,"Two Stories",1,4.55,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34771,"JB-347746-00",28.280899,-81.247032,24,"Loan",48870,14661,4,3069,"",NA,"Central",1,2006,11.7,16132.0531,22581,"East Coast","FL","Osceola County","Comp Shingle Roof",4678,2,39,"Orlando Utilities Commission","PV+Storage",2,0.115053,268.2993,998504247,0.029,49601,0.044358974,"",1,4.75,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34711,"JB-347749-00",28.537116,-81.714718,24,"Loan",26970,8091,4,2272,"Gas",1,"Central",1,2004,8.7,13039.0686,13382,"East Coast","FL","Lake County","Comp Shingle Roof",3817,2,29,"Duke Energy (FL)","PV Only",NA,0.120392,186.0551,998504540,0.029,49601,0.007241379,"",1,4.55,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34715,"JB-347753-00",28.569363,-81.70056,22,"Cash",23237.5,6971.25,4,1604,"Electric",1,"Central",1,2010,7.15,11146.1518,10808,"East Coast","FL","Clermont City","Comp Shingle Roof",2635,1,22,"Duke Energy (FL)","PV Only",NA,0.116847,157.0389,998504540,0.029,49601,0,"",1,4.55,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34759,"JB-347807-00",28.082782,-81.495303,26,"Loan",39060,11718,3,1435,"",NA,"Central",1,2004,12.6,15930.5914,17377,"East Coast","FL","Polk County","Comp Shingle Roof",2440,3,42,"Duke Energy (FL)","PV Only",NA,0.119563,224.9361,998504540,0.029,49601,0,"One Story",0,4.75,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34787,"JB-347810-00",28.520838,-81.62538,27,"Loan",61200,18360,5,3617,"",NA,"Central",1,2014,20.4,28806.1748,26098,"East Coast","FL","Winter Garden","Comp Shingle Roof",4949,3,68,"Duke Energy (FL)","PV Only",NA,0.135354,351.3504,998504540,0.029,49601,0.006129032,"",0,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34787,"JB-347825-00",28.534649,-81.609944,27,"Loan",40920,12276,3,1917,"",NA,"Central",1,2009,13.2,19024.0074,22231,"East Coast","FL","Winter Garden","Comp Shingle Roof",3183,1,44,"Duke Energy (FL)","PV Only",NA,0.133999,305.2226,998504540,0.029,49601,0,"",1,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34736,"JB-347827-00",28.578062,-81.812349,35,"Loan",23250,6975,4,2475,"",NA,"Central",1,2013,7.5,10797.8049,10637,"East Coast","FL","Groveland","Comp Shingle Roof",2301,3,25,"Duke Energy (FL)","PV Only",NA,0.117308,155.7825,998504540,0.029,49601,0,"",1,4.55,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34736,"JB-347839-00",28.564773,-81.830685,27,"Loan",34900,10470,3,1778,"",NA,"Central",1,2002,9,12710.4504,12745,"East Coast","FL","Groveland","Comp Shingle Roof",3309,1,30,"Duke Energy (FL)","PV+Storage",1,0.108775,158.3267,998504540,0.029,49601,0.02,"One Story",1,4.55,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34736,"JB-347842-00",28.56424,-81.818265,23,"Cash",23250,6975,3,1576,"",NA,"",NA,2000,7.5,11415.067,10444,"East Coast","FL","Groveland","Comp Shingle Roof",3245,1,25,"Duke Energy (FL)","PV Only",NA,0.11604,152.7923,998504540,0.029,49601,0.06,"",1,4.55,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34787,"JB-347846-00",28.521635,-81.601647,27,"Cash",39195,11758.5,4,4417,"Electric",1,"Central",1,2007,14.625,23153.9637,16874,"East Coast","FL","Winter Garden","Round Tile",6271,2,45,"Duke Energy (FL)","PV Only",NA,0.131243,241.5271,998504540,0.029,49601,0,"One Story",1,4.65,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34761,"JB-347848-00",28.606375,-81.521727,23,"Loan",34856.25,10456.875,5,3866,"",NA,"",NA,2017,10.725,14791.8987,13100,"East Coast","FL","Ocoee","Comp Shingle Roof",3031,1,33,"Duke Energy (FL)","PV Only",NA,0.128327,140.0907,998504540,0.029,40003,0.07,"One Story",1,4.55,1159.958565,14168656.58,31946641.54,21669323.01,26832841.64,61352654.49,28566.2963,156202561.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75023,"JB-7505419-00",33.050518,-96.74676,21,"Loan",45120,13536,3,2168,"Gas",1,"Central",1,1981,14.1,17871.0527,22136,"Southwest","TX","Plano","Comp Shingle Roof",3350,5,47,"MP2 Energy (Dallas)","PV Only",NA,0.137072,315.8239,998504338,0.019,49601,1.11e-16,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75006,"JB-7505420-00",32.972379,-96.858555,29,"Cash",7605.12,2281.536,4,2004,"Gas",1,"",NA,1994,2.4,3690.3492,3711,"Southwest","TX","Carrollton","Comp Shingle Roof",3191,1,8,"MP2 Energy (Dallas)","PV Only",NA,0.098247,83.3177,998504338,0.019,49601,0.01,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75087,"JB-7505423-00",32.92352,-96.464367,32,"Lease",37080,11520,3,2834,"",NA,"Central",1,1983,12,17416.2418,17769,"Southwest","TX","Rockwall City","Comp Shingle Roof",4762,5,40,"MP2 Energy (Dallas)","PV Only",NA,0.104037,206.8855,998504338,0.019,49601,0.0215,"Two Stories",1,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75088,"JB-7505425-00",32.893273,-96.520919,36,"Lease",36153,11232,4,2205,"Gas",1,"Central / Solar",1,1998,11.7,14546.3505,19070,"Southwest","TX","Rowlett","Comp Shingle Roof",4117,1,39,"MP2 Energy (Dallas)","PV Only",NA,0.119336,242.4784,998504338,0.019,49601,0.24,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75032,"JB-7505430-00",32.888059,-96.465201,23,"Loan",30485,9145.5,2,970,"",NA,"",NA,1985,9.1,13072.9902,13355,"Southwest","TX","Rockwall City","Comp Shingle Roof",1499,1,28,"MP2 Energy (Dallas)","PV Only",NA,0.095026,168.9921,998504338,0.019,49601,0.07,"Two Stories",1,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75063,"JB-7505431-00",32.921478,-96.951889,34,"Loan",26840.75,7452.225,3,1780,"Electric / Gas",1,"Central",1,2000,5.2,6916.6398,10389,"Southwest","TX","Irving","Comp Shingle Roof",2941,1,16,"MP2 Energy (Dallas)","PV+Storage",1,0.071398,114.6455,998504338,0.019,49601,0.03,"One Story",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75065,"JB-7505438-00",33.108789,-97.012524,32,"Loan",70056.5,21016.95,5,3646,"",NA,"",NA,2006,16.9,23262.3781,28910,"Southwest","TX","Hickory Creek Town","Comp Shingle Roof",5362,3,52,"MP2 Energy (Dallas)","PV+Storage",2,0.092105,284.3058,998504338,0.019,49601,0,"Two Stories",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75093,"JB-7505439-00",33.035314,-96.836564,32,"Cash",26130,7839,4,3446,"Gas",1,"Central",1,1993,7.8,10086.0914,10300,"Southwest","TX","Plano","Comp Shingle Roof",3674,2,24,"MP2 Energy (Dallas)","PV Only",NA,0.081598,122.8708,998504338,0.019,49601,0.2,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75069,"JB-7505461-00",33.135147,-96.629039,37,"Lease",66280.5,21557.25,4,4439,"Gas",1,"",NA,2001,21.45,28619.9807,42264,"Southwest","TX","Fairview Town","Comp Shingle Roof",4985,6,66,"MP2 Energy (Dallas)","PV Only",NA,0.093837,383.3276,998504338,0.019,49601,0,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75032,"JB-7505472-00",32.892275,-96.460645,35,"Loan",19200,5760,3,2089,"",NA,"",NA,2001,6,8864.3337,9664,"Southwest","TX","Rockwall City","Comp Shingle Roof",3448,2,20,"MP2 Energy (Dallas)","PV Only",NA,0.096897,130.8673,998504338,0.019,49601,0.01,"",1,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75052,"JB-7505473-00",32.701246,-96.992117,22,"Lease",16686,5184,3,1471,"Gas",1,"Central / Solar",1,1970,5.4,5407.0429,9866,"Southwest","TX","Grand Prairie","Comp Shingle Roof",2761,2,18,"MP2 Energy (Dallas)","PV Only",NA,0.115257,147.593,998504338,0.019,49601,0.243333333,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75007,"JB-7505475-00",33.009222,-96.881477,17,"Lease",37080,11520,4,2111,"Gas",1,"",NA,1977,12,17035.783,22287,"Southwest","TX","Carrollton","Comp Shingle Roof",3238,3,40,"MP2 Energy (Dallas)","PV Only",NA,0.134636,302.8856,40027,0.019,49601,0.01775,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75052,"JB-7505476-00",32.653123,-97.01761,19,"Loan",36480,10944,3,1352,"",NA,"",NA,1979,11.4,15021.7971,15390,"Southwest","TX","Grand Prairie","Comp Shingle Roof",3914,2,38,"MP2 Energy (Dallas)","PV Only",NA,0.085677,162.7142,40040,0.019,49601,0.042631579,"One Story",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75180,"JB-7511319-00",32.70681,-96.613803,22,"Lease",32445,10080,3,1792,"",NA,"Central",1,1999,10.5,13964.273,14144,"Southwest","TX","Balch Springs City","Comp Shingle Roof",2315,2,35,"MP2 Energy (Dallas)","PV Only",NA,0.126476,201.9062,998504338,0.019,49601,0.02,"Two Stories",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75150,"JB-7511321-00",32.825905,-96.63857,20,"Lease",30591,9504,4,2960,"Gas",1,"Central",1,1962,9.9,13831.0615,14300,"Southwest","TX","Mesquite","Comp Shingle Roof",5599,3,33,"MP2 Energy (Dallas)","PV Only",NA,0.161155,244.8762,998504338,0.019,49601,0.049032258,"One Story",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75115,"JB-7511331-00",32.617081,-96.898782,32,"Lease",18540,5760,3,2112,"",NA,"",NA,1986,6,9285.3977,9323,"Southwest","TX","DeSoto","Comp Shingle Roof",3691,1,20,"MP2 Energy (Dallas)","PV Only",NA,0.116,141.9207,998504338,0.019,49601,0,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75165,"JB-7511335-00",32.486038,-96.818438,34,"Loan",65281.5,19584.45,NA,2400,"Electric",1,"Central",1,2006,16.2,19732.9716,21400,"Southwest","TX","Red Oak City","Comp Shingle Roof",3972,2,54,"MP2 Energy (Dallas)","PV+Storage",1,0.081598,198.3485,40004,0.019,49601,0.021851852,"One Story",1,4.55,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75165,"JB-7511335-00",32.486038,-96.818438,34,"Loan",65281.5,19584.45,NA,2400,"Electric",1,"Central",1,2006,16.2,19732.9716,21400,"Southwest","TX","Red Oak City","Comp Shingle Roof",3972,2,54,"MP2 Energy (Dallas)","PV+Storage",1,0.081598,198.3485,40004,0.019,49601,0.021851852,"Two Stories",1,4.55,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75181,"JB-7511341-00",32.730206,-96.543933,34,"Loan",52059.5,15617.85,4,2289,"",NA,"Central",1,2002,13.325,19895.6208,24162,"Southwest","TX","Mesquite","Comp Shingle Roof",3758,2,41,"MP2 Energy (Dallas)","PV+Storage",1,0.102465,264.1941,998504338,0.019,49601,0.029512195,"Two Stories",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75205,"JB-7521245-00",32.836992,-96.814434,34,"Lease",43200,12960,3,1913,"",NA,"",NA,1938,13.5,13556.794,24230,"Southwest","TX","University Park","Comp Shingle Roof",2274,3,45,"MP2 Energy (Dallas)","PV Only",NA,0.082704,222.0594,998504338,0.019,49601,0.1103125,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75234,"JB-7521796-00",32.927108,-96.880031,24,"Lease",40788,12672,3,2408,"",NA,"",NA,1963,13.2,15973.4062,16159,"Southwest","TX","Farmers Branch","Comp Shingle Roof",2048,2,44,"MP2 Energy (Dallas)","PV Only",NA,0.250913,390.7076,998504338,0.019,49601,0,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75249,"JB-7521835-00",32.629236,-96.950576,21,"Lease",35226,10944,3,1674,"",NA,"",NA,1978,11.4,13330.5594,13501,"Southwest","TX","Dallas","Comp Shingle Roof",2885,3,38,"MP2 Energy (Dallas)","PV Only",NA,0.139577,220.0168,998504338,0.019,49601,0.172105263,"One Story",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75218,"JB-7521843-00",32.845393,-96.705826,24,"Lease",24102,7488,3,1340,"",NA,"",NA,1954,7.8,7801.9248,8192,"Southwest","TX","Dallas","Comp Shingle Roof",2560,1,26,"MP2 Energy (Dallas)","PV Only",NA,0.136676,146.1369,998504338,0.019,49601,0.3008,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75218,"JB-7521845-00",32.807259,-96.717448,21,"Lease",7416,2304,4,2915,"Gas",1,"Central",1,1974,2.4,2499.6594,12860,"Southwest","TX","Dallas","Comp Shingle Roof",4873,1,8,"MP2 Energy (Dallas)","PV Only",NA,0.155035,218.9791,998504338,0.019,49601,0,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75248,"JB-7521848-00",32.957481,-96.803691,25,"Lease",55620,17280,4,2879,"Gas",1,"Central",1,1979,18,19569.2069,21734,"Southwest","TX","Dallas","Comp Shingle Roof",3818,5,60,"MP2 Energy (Dallas)","PV Only",NA,0.140484,312.3208,998504338,0.019,49601,0,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75224,"JB-7521864-00",32.696534,-96.855775,19,"Loan",30485,9145.5,3,1682,"",NA,"",NA,1958,9.1,8104.1502,10650,"Southwest","TX","Dallas","Comp Shingle Roof",2899,3,28,"MP2 Energy (Dallas)","PV Only",NA,0.142971,188.0222,998504338,0.019,49601,0.238214286,"One Story",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75248,"JB-7521865-00",32.971932,-96.781472,34,"Loan",37440,11232,4,2514,"Gas",1,"Central",1,1974,11.7,14824.1761,18451,"Southwest","TX","Dallas","Comp Shingle Roof",4099,2,39,"MP2 Energy (Dallas)","PV Only",NA,0.100471,217.5148,40028,0.019,49601,0.031538462,"One Story",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75248,"JB-7521865-00",32.971932,-96.781472,34,"Loan",37440,11232,4,2514,"Gas",1,"Central",1,1974,11.7,14824.1761,18451,"Southwest","TX","Dallas","Comp Shingle Roof",4099,2,39,"MP2 Energy (Dallas)","PV Only",NA,0.100471,217.5148,40028,0.019,49601,0.031538462,"Two Stories",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75240,"JB-7521882-00",32.937847,-96.76633,19,"Lease",24696,6912,4,1716,"",NA,"",NA,1962,7.2,7777.6976,9270,"Southwest","TX","Dallas","Comp Shingle Roof",5844,3,24,"MP2 Energy (Dallas)","PV Only",NA,0.081598,115.867,998504338,0.019,49601,0.206666667,"One Story",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75218,"JB-7521883-00",32.863451,-96.708528,20,"Cash",15242.5,4572.75,2,1310,"Gas",1,"",NA,1954,4.55,5091.8541,4946,"Southwest","TX","Dallas","Comp Shingle Roof",2066,2,14,"MP2 Energy (Dallas)","PV Only",NA,0.103017,95.293,998504338,0.019,49601,0.237142857,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75252,"JB-7521891-00",32.99095,-96.795563,23,"Lease",44496,13824,3,2550,"Electric",1,"Central",1,1979,14.4,15579.3189,17114,"Southwest","TX","Dallas","Comp Shingle Roof",3866,5,48,"MP2 Energy (Dallas)","PV Only",NA,0.165085,299.6958,998504338,0.019,49601,0.195416667,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75227,"JB-7521892-00",32.787453,-96.713168,34,"Loan",20160,6048,3,2292,"Gas",1,"",NA,2012,6.3,9836.2499,10810,"Southwest","TX","Dallas","Comp Shingle Roof",4089,1,21,"MP2 Energy (Dallas)","PV Only",NA,0.101023,153.9866,998504338,0.019,49601,0,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76002,"JB-7603514-00",32.633872,-97.065984,27,"Loan",28920.75,7986.225,4,3240,"Electric",1,"Central",1,2000,6,9421.9731,9593,"Southwest","TX","Arlington","Comp Shingle Roof",2309,1,20,"MP2 Energy (Dallas)","PV+Storage",1,0.090707,132.6285,998504338,0.019,49601,0,"One Story",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76087,"JB-7603516-00",32.68261,-97.782556,23,"Lease",79722,24768,4,3480,"",NA,"",NA,1983,25.8,29504.5768,31774,"Southwest","TX","Willow Park","Comp Shingle Roof",5473,3,86,"MP2 Energy (Dallas)","PV Only",NA,0.097507,310.7944,998504338,0.019,49601,0.083170732,"One Story",0,4.68,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
