"Zip","JobId","Latitude","Longitude","AverageTilt","PaymentType","GrossPrice","FederalTaxCredit","Bedroom","HomeSqFoot","HeatingType","Heating","CoolingType","Cooling","YearBuilt","EngineeringSoldkWSize","EngineeringSoldAnnualkWh","EnergyConsumption","Region","State","AHJ","RoofType","RoofSqFoot","NumMountingPlanes","NumPanels","Utility","ProductTypeAlt","PowerwallCount","UtilityCostPerKWh","OldBill","UtilityRatePlanId","UtilityInflationRate","GasRatePlanID","AverageShading","NumStories","Status","Insolation","yearly_sunlight_kwh_kw_threshold_avg","yearly_sunlight_kwh_n","yearly_sunlight_kwh_s","yearly_sunlight_kwh_e","yearly_sunlight_kwh_w","yearly_sunlight_kwh_f","yearly_sunlight_kwh_median","yearly_sunlight_kwh_total","ZIP","Avg.Age","Avg.Age.Male","Avg..Age.Female","HS.or.Below","Undergrad.or.Below","Graduate.School","Total.Homes","Avg.Value","Median.Income","Population"
76065,"JB-7603521-00",32.45305,-96.995171,32,"Loan",56641.5,16992.45,4,2132,"",NA,"",NA,2009,13.5,19433.1909,21951,"Southwest","TX","Midlothian","Comp Shingle Roof",3495,4,45,"MP2 Energy (Dallas)","PV+Storage",2,0.117241,266.8161,40065,0.019,49601,0.010222222,"One Story",1,4.55,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76051,"JB-7603522-00",32.957433,-97.105042,30,"Cash",23240.25,6972.075,3,1881,"",NA,"",NA,1982,2.925,4003.4296,6791,"Southwest","TX","Grapevine","Comp Shingle Roof",3258,1,9,"MP2 Energy (Dallas)","PV+Storage",2,0.119336,120.3673,998504338,0.019,49601,0.16,"One Story",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76082,"JB-7603525-00",32.971368,-97.680061,28,"Lease",52839,16416,3,1772,"",NA,"",NA,2001,17.1,19060.014,19424,"Southwest","TX","Springtown","Comp Shingle Roof",2869,3,57,"MP2 Energy (Dallas)","PV Only",NA,0.11256,234.2545,998504338,0.019,49601,0.137826087,"",1,4.68,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76040,"JB-7603527-00",32.816606,-97.084851,34,"Loan",42461.25,12738.375,4,2867,"",NA,"",NA,1999,12.675,16107.3042,20965,"Southwest","TX","Fort Worth","Comp Shingle Roof",2546,4,39,"MP2 Energy (Dallas)","PV Only",NA,0.085677,202.5185,998504338,0.019,49601,0,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76028,"JB-7603530-00",32.535925,-97.36213,34,"Loan",19200,5760,3,1860,"",NA,"",NA,2007,6,8744.7975,9200,"Southwest","TX","Burleson","Comp Shingle Roof",3536,2,20,"MP2 Energy (Dallas)","PV Only",NA,0.122396,146.6701,998504338,0.019,49601,0,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76040,"JB-7603537-00",32.824362,-97.072092,33,"Loan",28540.75,8562.225,3,1816,"Gas",1,"Central",1,1997,6.6,10241.7343,10290,"Southwest","TX","Fort Worth","Comp Shingle Roof",3358,1,22,"Green Mountain Energy","PV+Storage",1,0.118317,154.2892,998504338,0.019,49601,0.02,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76063,"JB-7603541-00",32.592002,-97.176264,27,"Lease",28983.5,8492.25,4,2753,"",NA,"Central",1,2003,8.45,9782.0115,10651,"Southwest","TX","Mansfield","Comp Shingle Roof",2603,3,26,"MP2 Energy (Dallas)","PV Only",NA,0.133,169.847,998504338,0.019,49601,0,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76036,"JB-7603544-00",32.561381,-97.348861,27,"Loan",17420,5226,3,1633,"",NA,"Central",1,1998,5.2,7983.4925,16210,"Southwest","TX","Crowley","Comp Shingle Roof",3003,2,16,"MP2 Energy (Dallas)","PV Only",NA,0.089952,173.8632,998504338,0.019,49601,0,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76063,"JB-7603554-00",32.574024,-97.099777,34,"Loan",20686.25,6205.875,5,4342,"Gas",1,"Central",1,2004,6.175,8112.2815,23106,"Southwest","TX","Mansfield","Comp Shingle Roof",4212,3,19,"MP2 Energy (Dallas)","PV Only",NA,0.081598,209.949,998504775,0.019,49601,0,"One Story",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76137,"JB-7612904-00",32.863224,-97.287558,18,"Loan",35521.5,10656.45,3,1564,"Gas",1,"",NA,1982,6.9,10847.6918,19472,"Southwest","TX","Fort Worth","Comp Shingle Roof",2549,1,23,"MP2 Energy (Dallas)","PV+Storage",2,0.143816,286.1979,998504338,0.019,49601,0.05,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76148,"JB-7612906-00",32.859038,-97.255099,18,"Lease",23175,7200,3,1154,"",NA,"",NA,1967,7.5,10440.8299,10805,"Southwest","TX","Watauga","Comp Shingle Roof",2669,2,25,"MP2 Energy (Dallas)","PV Only",NA,0.112197,153.8566,998504338,0.019,49601,0.01,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76108,"JB-7612908-00",32.760173,-97.484946,30,"Loan",24000,7200,3,2037,"",NA,"",NA,2005,7.5,10363.2044,19974,"Southwest","TX","Fort Worth","Comp Shingle Roof",1874,3,25,"MP2 Energy (Dallas)","PV Only",NA,0.111123,244.4979,998504338,0.019,49601,0,"",1,4.68,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76179,"JB-7612913-00",32.865106,-97.374168,26,"Loan",44160,13248,3,2073,"",NA,"Central",1,2004,13.8,18862.0906,22979,"Southwest","TX","Saginaw","Comp Shingle Roof",3381,4,46,"MP2 Energy (Dallas)","PV Only",NA,0.858432,3125.6361,998504338,0.019,49601,0.037173913,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76179,"JB-7612918-00",32.870056,-97.380256,34,"Lease",40788,12672,4,2809,"Gas",1,"Central",1,2004,13.2,18344.8948,18393,"Southwest","TX","Saginaw","Comp Shingle Roof",3975,3,44,"MP2 Energy (Dallas)","PV Only",NA,0.148397,290.4371,998504338,0.019,49601,0.027045455,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76108,"JB-7612920-00",32.746212,-97.460087,24,"Loan",25920,7776,3,1345,"",NA,"Central",1,1986,8.1,9843.981,11029,"Southwest","TX","White Settlement City","Comp Shingle Roof",2310,3,27,"MP2 Energy (Dallas)","PV Only",NA,0.115983,164.7857,40077,0.019,49601,0.092592593,"",1,4.68,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76179,"JB-7612921-00",32.850311,-97.419347,34,"Loan",22863.75,6859.125,3,2020,"",NA,"",NA,2011,6.825,11063.935,11239,"Southwest","TX","Fort Worth","Comp Shingle Roof",3313,1,21,"MP2 Energy (Dallas)","PV Only",NA,0.115602,163.3371,998504338,0.019,49601,0,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76108,"JB-7612925-00",32.7485,-97.466157,23,"Lease",13905,4320,3,1390,"Gas",1,"",NA,1952,4.5,6182.3585,6222,"Southwest","TX","White Settlement City","Comp Shingle Roof",1767,1,15,"MP2 Energy (Dallas)","PV Only",NA,0.104037,106.776,998504338,0.019,49601,0.03,"Two Stories",1,4.68,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76114,"JB-7612930-00",32.799328,-97.408688,22,"Loan",20160,6048,3,1624,"",NA,"",NA,1946,6.3,8710.5938,8568,"Southwest","TX","Sansom Park City","Comp Shingle Roof",2674,2,21,"MP2 Energy (Dallas)","PV Only",NA,0.119336,138.0391,998504338,0.019,49601,0.01,"Two Stories",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76179,"JB-7612938-00",32.837155,-97.383192,26,"Loan",11520,3456,3,1414,"Gas",1,"",NA,2014,3.6,5186.8176,5921,"Southwest","TX","Fort Worth","Comp Shingle Roof",2426,1,12,"MP2 Energy (Dallas)","PV Only",NA,0.118453,116.3792,998504338,0.019,49601,0.14,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76179,"JB-7612939-00",32.861169,-97.367701,18,"Loan",24960,7488,3,1813,"Gas",1,"",NA,1959,7.8,10711.763,11074,"Southwest","TX","Saginaw","Comp Shingle Roof",2649,3,26,"MP2 Energy (Dallas)","PV Only",NA,0.087069,138.2315,998504338,0.019,49601,0.0184,"Two Stories",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76131,"JB-7612949-00",32.869076,-97.329851,34,"Loan",48961.5,14688.45,4,2700,"",NA,"",NA,NA,11.1,14734.1181,14696,"Southwest","TX","Fort Worth","Comp Shingle Roof",3324,1,37,"MP2 Energy (Dallas)","PV+Storage",2,0.108244,195.5443,40082,0.019,49601,0.014324324,"",1,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76111,"JB-7612957-00",32.789553,-97.309922,23,"Loan",13440,4032,2,912,"",NA,"",NA,1927,4.2,6226.2128,6946,"Southwest","TX","Fort Worth","Comp Shingle Roof",1394,1,14,"MP2 Energy (Dallas)","PV Only",NA,0.090777,105.3778,998504338,0.019,49601,0,"",0,4.54,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77024,"JB-770373-00",29.750076,-95.51533,15,"Loan",201348.75,60404.625,6,7919,"",NA,"",NA,1974,50.7,42221.4442,89520,"Southwest","TX","Piney Point Village","Comp Shingle Roof",8541,5,156,"MP2 Energy (Houston)","PV+Storage",5,0.071398,585.4611,998504541,0.019,49601,0.260169492,"",0,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77021,"JB-770379-00",29.689254,-95.372308,24,"Lease",20394,6336,3,1266,"Gas",1,"Central",1,1952,6.6,6835.3645,8733,"Southwest","TX","Houston City","Comp Shingle Roof",1971,3,22,"MP2 Energy (Houston)","PV Only",NA,0.162043,175.8596,40030,0.019,49601,0,"",0,4.4,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77084,"JB-770391-00",29.818879,-95.697323,26,"Loan",19200,5760,3,2106,"Gas",1,"Central",1,1991,6,8567.1396,8853,"Southwest","TX","Harris County","Comp Shingle Roof",1965,1,20,"MP2 Energy (Houston)","PV Only",NA,0.081598,113.0314,998504541,0.019,49601,0,"",1,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77007,"JB-770393-00",29.778907,-95.394229,26,"Cash",35260.75,10578.225,3,1964,"Gas",1,"Central",1,1920,8.7,13088.8547,8753,"Southwest","TX","Houston City","Comp Shingle Roof",2941,1,29,"MP2 Energy (Houston)","PV+Storage",1,0.156927,172.398,998504541,0.019,49601,0,"",1,4.4,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77009,"JB-770401-00",29.81138,-95.36422,30,"Loan",23040,6912,3,1920,"Gas",1,"Central",1,1938,7.2,7284.86,14270,"Southwest","TX","Houston City","Comp Shingle Roof",2732,3,24,"MP2 Energy (Houston)","PV Only",NA,0.117297,192.318,998504541,0.019,49601,0.047142857,"",0,4.4,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77017,"JB-770408-00",29.697314,-95.272418,26,"Loan",35928.75,10778.625,5,4254,"",NA,"Other",1,1926,10.725,14843.3798,30498,"Southwest","TX","Houston City","Comp Shingle Roof",2593,1,33,"MP2 Energy (Houston)","PV Only",NA,0.093837,291.3202,998504541,0.019,49601,0,"",0,4.4,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77450,"JB-774364-00",29.712105,-95.736996,33,"Lease",42642,13248,3,2272,"",NA,"",NA,1998,13.8,14089.631,30650,"Southwest","TX","Fort Bend County","Comp Shingle Roof",3968,8,46,"MP2 Energy (Houston)","PV Only",NA,0.166208,482.445,998504541,0.019,49601,0.113695652,"",1,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77498,"JB-774365-00",29.667925,-95.649447,18,"Lease",32280,8928,4,2251,"Gas",1,"Central",1,2006,9.3,10511.6017,10857,"Southwest","TX","Fort Bend County","Comp Shingle Roof",2225,1,31,"MP2 Energy (Houston)","PV Only",NA,0.110157,152.4971,998504541,0.019,49601,0,"",0,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77494,"JB-774367-00",29.711599,-95.794601,38,"Loan",60480,18144,5,4505,"",NA,"",NA,2007,18.9,25301.3037,38618,"Southwest","TX","Fort Bend County","Comp Shingle Roof",6313,5,63,"MP2 Energy (Houston)","PV Only",NA,0.086311,332.6371,998504541,0.019,49601,0,"",0,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77459,"JB-774373-00",29.602866,-95.562281,26,"Loan",33550.75,10065.225,3,2439,"Gas",1,"Central",1,2003,7.8,10013.4602,19000,"Southwest","TX","Missouri City","Comp Shingle Roof",1708,2,24,"MP2 Energy (Houston)","PV+Storage",1,0.134389,271.6844,998504541,0.019,49601,0.01,"",1,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77449,"JB-774375-00",29.823213,-95.7608,27,"Loan",45527,13658.1,3,2120,"",NA,"",NA,2015,11.375,14884.0403,17212,"Southwest","TX","Harris County","Comp Shingle Roof",3534,4,35,"MP2 Energy (Houston)","PV+Storage",1,0.127432,245.7615,998504541,0.019,49601,0.006857143,"",1,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77498,"JB-774379-00",29.637893,-95.679748,32,"Cash",27218.75,8165.625,4,2611,"",NA,"",NA,1999,8.125,10989.4043,22085,"Southwest","TX","Fort Bend County","Comp Shingle Roof",1989,3,25,"MP2 Energy (Houston)","PV Only",NA,0.125456,283.7247,998504541,0.019,49601,0,"",0,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77493,"JB-774387-00",29.800929,-95.797568,32,"Loan",19597.5,5879.25,4,2039,"Gas",1,"Central",1,2011,5.85,8904.636,8736,"Southwest","TX","Harris County","Comp Shingle Roof",3416,1,18,"MP2 Energy (Houston)","PV Only",NA,0.135589,178.2238,998504541,0.019,49601,0,"",1,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78664,"JB-786336-00",30.494229,-97.661732,30,"Loan",19597.5,5879.25,3,1423,"",NA,"Central",1,1993,5.85,7871.5115,8064,"Southwest","TX","Round Rock","Comp Shingle Roof",2540,4,18,"MP2 Energy (Austin)","PV Only",NA,0.133045,147.3392,998504614,0.029,49601,0.144761905,"",0,4.69,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78660,"JB-786338-00",30.461517,-97.563729,33,"Loan",20686.25,6205.875,4,2425,"None",0,"Central",1,2015,6.175,8830.4567,9592,"Southwest","TX","Travis County","Comp Shingle Roof",4117,1,19,"MP2 Energy (Austin)","PV Only",NA,0.082102,131.0951,998504614,0.029,49601,0.01,"",0,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78660,"JB-786342-00",30.419918,-97.653221,20,"Loan",31573.75,7775.625,3,2040,"",NA,"Central",1,1997,9.425,13040.3553,19434,"Southwest","TX","Travis County","Comp Shingle Roof",1886,4,29,"Austin Energy (City of Austin)","PV Only",NA,0.111323,232.0867,998504552,0.029,49601,0.009655172,"",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78665,"JB-786344-00",30.53447,-97.616218,26,"Lease",28737,8928,3,1889,"",NA,"Central",1,2006,9.3,14279.5252,14465,"Southwest","TX","Round Rock","Comp Shingle Roof",3082,1,31,"MP2 Energy (Austin)","PV Only",NA,0.100977,174.5522,998504614,0.029,49601,0,"Two Stories",1,4.69,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78634,"JB-786345-00",30.482285,-97.530704,30,"Loan",44638.75,13391.625,3,2290,"",NA,"Central",1,2001,13.325,19850.9354,29481,"Southwest","TX","Williamson County","Comp Shingle Roof",4508,2,41,"MP2 Energy (Austin)","PV Only",NA,0.108627,318.9699,998504614,0.029,49601,0,"",1,4.69,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78660,"JB-786346-00",30.450653,-97.554488,34,"Loan",17280,5184,4,2066,"",NA,"",NA,2010,5.4,7122.3615,11633,"Southwest","TX","Travis County","Comp Shingle Roof",2781,3,18,"MP2 Energy (Austin)","PV Only",NA,0.104983,159.3706,998504614,0.029,49601,0.03,"One Story",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78664,"JB-786347-00",30.488166,-97.607727,40,"Loan",39195,11758.5,5,4088,"None",0,"Central",1,2006,11.7,16204.5428,23431,"Southwest","TX","Pflugerville","Comp Shingle Roof",3642,2,36,"MP2 Energy (Austin)","PV Only",NA,0.097917,244.0242,998504614,0.029,49601,0.053333333,"",1,4.69,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78660,"JB-786350-00",30.389642,-97.618849,22,"Loan",19200,4680,3,1429,"",NA,"Central",1,2010,6,7586.5504,7930,"Southwest","TX","Austin","Comp Shingle Roof",2256,1,20,"Austin Energy (City of Austin)","PV Only",NA,0.099422,117.4995,998504552,0.029,49601,0.14,"",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78634,"JB-786352-00",30.51249,-97.56909,27,"Loan",16331.25,4899.375,3,2001,"",NA,"",NA,2004,4.875,7401.4948,9283,"Southwest","TX","Hutto","Comp Shingle Roof",1505,2,15,"MP2 Energy (Austin)","PV Only",NA,0.180323,198.816,998504614,0.029,49601,0.008,"One Story",1,4.69,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78660,"JB-786354-00",30.48157,-97.572695,31,"Loan",31573.75,9472.125,4,3603,"",NA,"",NA,2010,9.425,14030.7005,14030,"Southwest","TX","Travis County","Comp Shingle Roof",2984,2,29,"MP2 Energy (Austin)","PV Only",NA,0.138,213.1434,998504614,0.029,49601,0,"",0,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78660,"JB-786365-00",30.451907,-97.575552,30,"Loan",24960,7488,4,2110,"",NA,"",NA,2009,7.8,10834.3952,10244,"Southwest","TX","Travis County","Comp Shingle Roof",3276,1,26,"MP2 Energy (Austin)","PV Only",NA,0.107656,153.6504,998504614,0.029,49601,0,"",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75087,"JB-786371-00",32.968268,-96.461,36,"Lease",20686.25,6205.875,4,2921,"",NA,"Central",1,2004,6.175,9335.4718,11475,"Southwest","TX","Williamson County","Comp Shingle Roof",4872,3,19,"MP2 Energy (Dallas)","PV Only",NA,0.071398,121.1071,998504338,0.019,49601,0,"",0,4.44,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78744,"JB-787380-00",30.177694,-97.693889,30,"Loan",51139.5,13235.85,6,2750,"",NA,"",NA,2016,11.7,15303.5023,12079,"Southwest","TX","Travis County","Comp Shingle Roof",2344,5,36,"Austin Energy (City of Austin)","PV+Storage",2,0.105828,158.3233,998504553,0.029,49601,0.021111111,"Two Stories",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78744,"JB-787380-00",30.177694,-97.693889,30,"Loan",51139.5,13235.85,6,2750,"",NA,"",NA,2016,11.7,15303.5023,12079,"Southwest","TX","Travis County","Comp Shingle Roof",2344,5,36,"Austin Energy (City of Austin)","PV+Storage",2,0.105828,158.3233,998504553,0.029,49601,0.021111111,"One Story",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78757,"JB-787385-00",30.344309,-97.715674,24,"Loan",19200,4680,3,1500,"Gas",1,"Central",1,2014,6,7171.2919,7890,"Southwest","TX","Austin","Comp Shingle Roof",1993,2,20,"Austin Energy (City of Austin)","PV Only",NA,0.097946,116.1981,998504552,0.029,49601,0.09,"",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78725,"JB-787390-00",30.261209,-97.666182,36,"Loan",25041.25,6166.875,4,2137,"",NA,"",NA,2011,7.475,10619.7684,11509,"Southwest","TX","Austin","Comp Shingle Roof",2982,2,23,"Austin Energy (City of Austin)","PV Only",NA,0.105213,152.7069,998504552,0.029,49601,0,"",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78723,"JB-787396-00",30.312572,-97.69912,11,"Loan",23952.5,5898.75,3,1591,"None",0,"Central",1,1954,7.15,8752.4838,8845,"Southwest","TX","Austin","Comp Shingle Roof",2545,1,22,"Austin Energy (City of Austin)","PV Only",NA,0.100277,125.7107,998504552,0.029,49601,0.17,"Two Stories",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78723,"JB-787398-00",30.293663,-97.704988,30,"Cash",19662.5,5898.75,3,1834,"",NA,"",NA,2008,7.15,7897.7354,8335,"Southwest","TX","Austin","Comp Shingle Roof",2441,5,22,"Austin Energy (City of Austin)","PV Only",NA,0.100551,121.6398,998504552,0.029,49601,0.219090909,"Two Stories",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78730,"JB-787402-00",30.370219,-97.820231,21,"Loan",22863.75,5630.625,4,2912,"",NA,"Central",1,1985,6.825,9538.3674,25275,"Southwest","TX","Austin","Comp Shingle Roof",3533,3,21,"Austin Energy (City of Austin)","PV Only",NA,0.125613,331.3706,998504552,0.029,49601,0.072380952,"Two Stories",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78759,"JB-787403-00",30.405837,-97.76169,26,"Loan",14153.75,3485.625,3,2296,"",NA,"Central",1,1986,4.225,5660.9205,13541,"Southwest","TX","Austin","Comp Shingle Roof",2214,2,13,"Austin Energy (City of Austin)","PV Only",NA,0.10591,171.3091,998504552,0.029,49601,0.168461538,"",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78721,"JB-787409-00",30.2689,-97.692022,20,"Loan",14153.75,4246.125,3,836,"",NA,"Central",1,1959,4.225,3785.9658,4399,"Southwest","TX","Austin","Comp Shingle Roof",1190,1,13,"Austin Energy (City of Austin)","PV Only",NA,0.106123,90.7012,998504552,0.029,49601,0.46,"",1,4.64,1136.40862,10270350.19,31300405.41,17162342.28,24356905.46,68831914.46,21421.01594,152119732.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
